borrower_id,age,gender,education_level,village_state,occupation_type,family_members,dependents,land_size_acres,crop_type,rainfall_mm,irrigation_type,soil_quality_index,annual_yield_tonnes,shop_monthly_revenue,business_expenses,inventory_value,annual_income,mobile_transactions_per_month,loan_amount_requested,previous_loans,previous_defaults,loan_repayment_status
R0182,33,Male,Secondary,Uttar Pradesh,Farmer,8,1,5.52,Pulses,693.7,Borewell,44,11.83,0,0,0,255842.68,20,152264,0,0,1
R0183,55,Male,Secondary,Bihar,Daily Wage,3,1,0,None,0,NA,0,0,114829.14,91694.92,78235.52,52643.99,16,42274,3,0,1
R0184,57,Female,Graduate,Andhra Pradesh,Farmer,5,0,5.38,Groundnut,794.1,Rain-fed,76,4.58,0,0,0,163053.36,19,153619,3,0,1
R0185,21,Female,Secondary,Kerala,Shopkeeper,7,1,0,None,0,NA,0,0,238249.57,135849.27,34215.45,123531.46,26,104565,0,0,0
R0186,64,Male,Graduate,Odisha,Farmer,2,1,4.38,Sugarcane,878.9,Borewell,89,10.01,0,0,0,245402.97,19,130700,3,0,1
R0187,48,Female,None,Madhya Pradesh,Farmer,7,6,6.71,Pulses,1256.2,Rain-fed,47,15.78,0,0,0,190741.73,22,154629,3,0,1
R0188,34,Male,Graduate,Maharashtra,Farmer,5,4,4.1,Cotton,980.3,Canal,55,9.62,0,0,0,111468.03,20,178027,2,0,1
R0189,27,Male,Primary,Uttar Pradesh,Farmer,8,0,1.14,Rice,762.9,Borewell,68,1.78,0,0,0,46275.67,18,57799,0,0,1
R0190,22,Female,Primary,Gujarat,Farmer,3,0,9.94,Cotton,974.9,Borewell,92,12.31,0,0,0,459918.5,18,52249,2,0,1
R0191,40,Male,Graduate,Kerala,Farmer,7,4,3.35,Rice,882.6,Borewell,75,8.2,0,0,0,127807.8,16,58859,1,0,1
R0192,51,Male,Graduate,Karnataka,Daily Wage,7,3,0,None,0,NA,0,0,184745.75,98802.26,68021.84,108870.12,16,150152,2,0,0
R0193,39,Female,Secondary,Telangana,Daily Wage,5,1,0,None,0,NA,0,0,100090.06,46746.83,12567,85435.29,22,173509,2,0,0
R0194,49,Male,Primary,Odisha,Farmer,5,4,4.19,Corn,972.5,Canal,53,9.54,0,0,0,118298.99,13,39705,0,0,0
R0195,43,Male,Secondary,Odisha,Farmer,3,0,6.9,Rice,1159.7,Rain-fed,95,11.75,0,0,0,396503.17,9,106874,1,0,1
R0196,62,Male,Primary,Gujarat,Dairy,4,2,0,None,0,NA,0,0,284130,149583.77,45506.44,145793.42,32,191808,0,0,1
R0197,32,Male,Graduate,Gujarat,Shopkeeper,7,4,0,None,0,NA,0,0,213388.79,159437.13,41831.79,79419.54,20,53741,3,0,0
R0198,38,Female,Secondary,Gujarat,Farmer,4,2,5.37,Groundnut,712.3,Rain-fed,69,10.44,0,0,0,315737.11,13,105438,3,0,1
R0199,33,Female,Primary,Karnataka,Shopkeeper,6,1,0,None,0,NA,0,0,268354.14,126357.21,58483.82,177140.39,29,114520,0,0,1
R0200,57,Female,Primary,Kerala,Farmer,4,1,8.42,Groundnut,1028.9,Borewell,75,15.58,0,0,0,461047.2,21,188261,2,0,1
R0201,61,Female,Primary,Gujarat,Farmer,8,5,7.34,Groundnut,1121.1,Borewell,51,8.56,0,0,0,340248.77,18,48121,0,0,1
R0202,24,Male,Primary,Maharashtra,Farmer,8,3,1.93,Cotton,1137.4,Canal,72,3.7,0,0,0,115754.74,19,163006,2,1,0
R0203,59,Female,Primary,Uttar Pradesh,Farmer,2,1,5.53,Corn,1222.7,Canal,74,12.68,0,0,0,199995.84,18,167334,0,0,1
R0204,64,Female,None,Telangana,Farmer,2,0,6.39,Corn,990.7,Canal,92,13.39,0,0,0,331721.17,19,50436,2,0,1
R0205,45,Female,Primary,Bihar,Farmer,7,1,8.37,Wheat,865.4,Borewell,81,11.31,0,0,0,290091.32,19,96055,0,0,1
R0206,44,Female,Primary,Odisha,Shopkeeper,7,0,0,None,0,NA,0,0,167686.47,83007.76,36127.63,101496.8,12,143596,0,0,0
R0207,47,Female,Graduate,Bihar,Farmer,2,0,9.06,Groundnut,903.1,Rain-fed,57,16.79,0,0,0,349170.24,18,118244,0,0,1
R0208,37,Male,Graduate,Telangana,Dairy,4,0,0,None,0,NA,0,0,175003.65,71796.44,33887.35,124613.08,19,120712,1,0,0
R0209,45,Male,Primary,Kerala,Daily Wage,3,2,0,None,0,NA,0,0,205897.22,145353.82,66909,92087.09,31,63282,3,0,0
R0210,44,Male,Secondary,Andhra Pradesh,Farmer,4,0,2.71,Wheat,849.5,Borewell,61,6.44,0,0,0,60732.99,28,47242,3,0,1
R0211,60,Female,Primary,Gujarat,Farmer,4,3,6.96,Millets,978.4,Borewell,45,11.32,0,0,0,210686.6,17,166514,2,0,0
R0212,25,Female,Primary,Telangana,Shopkeeper,8,2,0,None,0,NA,0,0,189398.71,99343.99,52723.36,121539.24,17,50721,2,0,1
R0213,39,Female,Secondary,Karnataka,Farmer,2,0,4.59,Millets,1010,Rain-fed,46,5.09,0,0,0,188220,23,126443,0,0,1
R0214,25,Female,None,Madhya Pradesh,Daily Wage,5,3,0,None,0,NA,0,0,121575.07,95457.19,43848.2,60297.66,21,137636,1,0,0
R0215,44,Male,Primary,Telangana,Farmer,4,3,2.09,Corn,706.3,Canal,66,5.05,0,0,0,92094.75,16,133867,3,0,1
R0216,35,Female,Secondary,Bihar,Farmer,5,0,0.56,Millets,1129.9,Borewell,61,1.3,0,0,0,19116.64,16,76717,3,0,0
R0217,41,Female,Graduate,Uttar Pradesh,Farmer,3,1,9.5,Cotton,839.8,Canal,70,20.89,0,0,0,351020.54,22,136056,1,0,1
R0218,38,Female,Secondary,Bihar,Farmer,4,3,7.97,Pulses,1344.5,Borewell,47,8.65,0,0,0,394315.35,26,46271,1,0,1
R0219,63,Male,Graduate,Gujarat,Daily Wage,3,1,0,None,0,NA,0,0,65673.26,43133.45,52496.58,48940.73,16,131061,0,0,0
R0220,46,Female,Secondary,Telangana,Shopkeeper,3,1,0,None,0,NA,0,0,179224.05,142503.59,19550.78,67574.8,19,151992,3,0,0
R0221,58,Female,Primary,Bihar,Farmer,6,5,0.85,Pulses,652.4,Borewell,84,1.68,0,0,0,50702.7,14,153138,0,0,1
R0222,35,Female,Secondary,Telangana,Dairy,2,1,0,None,0,NA,0,0,198812.86,101327.81,15559.36,110054.8,27,84973,2,0,0
R0223,20,Male,Primary,Kerala,Shopkeeper,7,4,0,None,0,NA,0,0,114397.54,62003.3,14859.67,77966.03,12,69731,1,0,0
R0224,63,Male,Graduate,Karnataka,Farmer,5,0,9.25,Wheat,1106.2,Borewell,47,17.64,0,0,0,382194.38,18,143813,1,0,1
R0225,33,Female,Primary,Karnataka,Farmer,5,3,3.35,Wheat,921.7,Canal,41,8.34,0,0,0,155686.45,21,109085,0,0,0
R0226,30,Male,Primary,Odisha,Shopkeeper,3,1,0,None,0,NA,0,0,74434.16,46515.3,77033.77,43177.95,23,121091,3,0,0
R0227,31,Male,Secondary,Uttar Pradesh,Shopkeeper,5,0,0,None,0,NA,0,0,83202.35,48269.71,62931.43,55359.79,22,187620,1,0,0
R0228,20,Male,Primary,Tamil Nadu,Daily Wage,7,6,0,None,0,NA,0,0,116314.1,65104.07,20669.12,90984.54,28,173146,0,0,0
R0229,54,Male,Primary,Karnataka,Farmer,5,0,8.7,Pulses,1363.9,Canal,78,8.28,0,0,0,436834.11,14,162945,3,0,1
R0230,49,Male,Secondary,Uttar Pradesh,Shopkeeper,4,0,0,None,0,NA,0,0,230098.73,95367.68,31218.98,152624.43,18,189283,2,0,0
R0231,31,Female,Secondary,Telangana,Farmer,5,4,4.15,Sugarcane,978.7,Borewell,71,7.23,0,0,0,133717.04,19,132101,1,0,1
R0232,28,Male,Secondary,Karnataka,Daily Wage,6,0,0,None,0,NA,0,0,183763.06,141085.34,44787.44,82442.46,25,188201,0,0,0
R0233,32,Female,Secondary,Odisha,Shopkeeper,5,3,0,None,0,NA,0,0,87927.94,63921.84,36643.63,60345.33,24,43756,3,0,0
R0234,30,Male,None,Bihar,Farmer,8,3,3.11,Corn,662.4,Canal,50,6.16,0,0,0,105254.81,25,176542,3,0,1
R0235,27,Female,Secondary,Odisha,Daily Wage,4,0,0,None,0,NA,0,0,281461.73,167420.41,52437.71,146985.61,15,97773,3,0,0
R0236,26,Male,Graduate,Kerala,Farmer,2,1,8.69,Wheat,829.4,Rain-fed,68,9.11,0,0,0,301554.97,12,52978,1,0,1
R0237,64,Female,Secondary,Bihar,Farmer,3,2,2.46,Cotton,911.3,Rain-fed,91,6.01,0,0,0,91757.79,17,104717,2,0,0
R0238,30,Female,Primary,Kerala,Farmer,4,0,7.63,Millets,1005.9,Canal,43,7.47,0,0,0,348180.19,16,140534,1,0,1
R0239,29,Female,Secondary,Tamil Nadu,Farmer,7,3,5.99,Corn,857.3,Canal,80,5.38,0,0,0,358169.97,11,197225,3,0,1
R0240,25,Female,Secondary,Odisha,Farmer,7,2,5.14,Rice,1198.1,Borewell,95,6.2,0,0,0,132046.47,14,47178,0,0,1
R0241,49,Female,Secondary,Andhra Pradesh,Dairy,5,1,0,None,0,NA,0,0,226118.72,96081.62,45659.55,169938.01,25,82063,1,0,1
R0242,38,Female,Secondary,Odisha,Daily Wage,6,3,0,None,0,NA,0,0,209735,128109.62,39825.84,95546.69,26,63086,0,0,1
R0243,60,Female,None,Maharashtra,Farmer,8,2,0.51,Millets,666,Borewell,52,1.13,0,0,0,25165.73,24,100746,1,0,0
R0244,37,Male,Primary,Uttar Pradesh,Shopkeeper,2,1,0,None,0,NA,0,0,175522.6,71556.51,28186.92,136774.78,14,66584,1,1,0
R0245,64,Male,Secondary,Madhya Pradesh,Farmer,7,0,5.03,Sugarcane,539.6,Rain-fed,77,4.13,0,0,0,149129.73,31,48655,3,1,0
R0246,27,Female,Primary,Telangana,Farmer,3,1,8.16,Wheat,508,Canal,60,18.24,0,0,0,195214.15,20,85195,2,0,1
R0247,28,Male,Secondary,Andhra Pradesh,Farmer,2,0,7.36,Sugarcane,1312.1,Borewell,66,15.11,0,0,0,287339.74,18,108106,3,0,1
R0248,26,Male,Secondary,Andhra Pradesh,Dairy,5,2,0,None,0,NA,0,0,248403.97,188000.54,76873.43,94010.53,17,104393,2,0,0
R0249,61,Male,Secondary,Tamil Nadu,Shopkeeper,6,5,0,None,0,NA,0,0,121120.95,89187.25,12689.84,68986.56,19,142090,0,0,0
R0250,62,Female,Secondary,Tamil Nadu,Shopkeeper,6,1,0,None,0,NA,0,0,274828.26,179921.23,52975.35,106906.59,20,155364,2,0,0
R0251,35,Female,None,Madhya Pradesh,Farmer,5,4,8.94,Rice,1302.7,Canal,63,7.79,0,0,0,209121.62,23,42114,1,0,1
R0252,46,Female,Secondary,Odisha,Dairy,8,7,0,None,0,NA,0,0,62906.03,49230.29,61625.59,34273.28,17,161691,0,0,0
R0253,24,Male,Primary,Kerala,Farmer,2,1,6.47,Millets,927.3,Borewell,67,12.45,0,0,0,177328.61,15,142251,3,1,0
R0254,59,Male,None,Kerala,Dairy,2,0,0,None,0,NA,0,0,243449.44,123189.94,11466.15,132724.65,33,160768,1,0,0
R0255,60,Male,Secondary,Kerala,Farmer,7,6,2.82,Millets,615.6,Canal,47,3.24,0,0,0,70092.39,21,139464,0,0,0
R0256,62,Male,None,Andhra Pradesh,Farmer,3,2,5.22,Pulses,1200.3,Borewell,73,8.88,0,0,0,113159.42,21,157172,2,0,1
R0257,37,Male,Primary,Maharashtra,Farmer,5,2,3,Wheat,1007.7,Canal,71,3.05,0,0,0,100592.1,28,93268,2,1,0
R0258,30,Female,Primary,Telangana,Farmer,2,0,5.33,Rice,1114.5,Rain-fed,94,8.18,0,0,0,200281.14,16,63570,1,1,1
R0259,29,Male,Secondary,Maharashtra,Shopkeeper,7,5,0,None,0,NA,0,0,272861.98,179631.68,30013.48,127708.71,28,158357,1,0,0
R0260,40,Female,Secondary,Andhra Pradesh,Farmer,2,0,8.14,Rice,1142.7,Rain-fed,65,16.59,0,0,0,415611.29,22,122655,3,0,1
R0261,39,Female,Secondary,Andhra Pradesh,Farmer,2,1,5.86,Corn,872,Borewell,87,14.5,0,0,0,336923.76,9,52394,1,0,1
R0262,51,Male,Secondary,Odisha,Farmer,3,0,4.4,Cotton,1062.5,Canal,74,5.12,0,0,0,177030.07,25,122180,0,0,0
R0263,20,Female,None,Kerala,Farmer,6,1,9.63,Sugarcane,1015.6,Canal,85,17.37,0,0,0,388420.48,17,147111,0,0,1
R0264,34,Female,Primary,Karnataka,Shopkeeper,7,0,0,None,0,NA,0,0,269597.5,176456.02,63278.51,107943.63,19,71935,1,0,0
R0265,57,Male,Secondary,Madhya Pradesh,Farmer,3,0,8.58,Millets,858.2,Borewell,84,18.53,0,0,0,241625.03,21,134718,2,0,1
R0266,24,Male,Secondary,Telangana,Farmer,6,0,2.06,Groundnut,729.9,Canal,60,2.31,0,0,0,70483.69,24,30889,0,0,1
R0267,33,Female,Primary,Kerala,Farmer,8,1,8.17,Corn,743,Borewell,92,19.84,0,0,0,283643.04,18,81953,0,0,1
R0268,40,Male,Secondary,Andhra Pradesh,Farmer,4,3,6.93,Corn,1029.7,Rain-fed,92,15.87,0,0,0,414783.88,18,152752,0,0,1
R0269,48,Male,Primary,Andhra Pradesh,Farmer,8,2,1.09,Cotton,944.9,Rain-fed,48,1.6,0,0,0,39790.31,23,135330,3,0,0
R0270,61,Male,Secondary,Bihar,Farmer,8,1,1.11,Groundnut,1086.5,Rain-fed,91,1.56,0,0,0,57462.36,13,111765,0,0,0
R0271,41,Male,Graduate,Maharashtra,Service Provider,2,0,0,None,0,NA,0,0,214158.13,91218.82,50598.87,149783.85,21,145000,3,0,0
R0272,21,Female,Primary,Uttar Pradesh,Service Provider,4,1,0,None,0,NA,0,0,253197.36,128606.1,67753.46,149538.93,12,86821,2,0,0
R0273,22,Male,Primary,Uttar Pradesh,Farmer,5,4,1.33,Millets,1039.3,Canal,48,2.85,0,0,0,54118.71,19,85793,1,0,0
R0274,35,Male,Secondary,Madhya Pradesh,Farmer,4,3,5.1,Pulses,1091.1,Canal,64,7.84,0,0,0,120074.49,16,155063,1,1,0
R0275,21,Female,Secondary,Maharashtra,Farmer,5,4,6.05,Cotton,695.2,Rain-fed,50,11.38,0,0,0,311127.69,14,172766,1,0,1
R0276,23,Male,Secondary,Bihar,Farmer,8,6,8.47,Sugarcane,1270.8,Rain-fed,51,12.3,0,0,0,363150.33,21,91580,2,0,1
R0277,57,Male,Graduate,Karnataka,Shopkeeper,6,1,0,None,0,NA,0,0,140282.71,57583.06,11693.42,117650.56,17,80783,1,0,0
R0278,51,Female,Primary,Telangana,Farmer,2,0,2.58,Groundnut,1106.6,Canal,40,5.76,0,0,0,70805.67,24,112105,1,0,1
R0279,31,Female,None,Maharashtra,Service Provider,6,5,0,None,0,NA,0,0,92035.19,39781.35,60955.75,77147.67,19,160137,0,0,0
R0280,43,Male,Secondary,Karnataka,Shopkeeper,7,3,0,None,0,NA,0,0,98137.96,63209.68,19474.79,67469.53,12,77972,2,0,1
R0281,30,Female,Graduate,Uttar Pradesh,Farmer,7,2,9.7,Pulses,861,Borewell,54,12.08,0,0,0,289827.77,27,76231,1,0,1
R0282,38,Male,Secondary,Telangana,Farmer,7,4,9.95,Rice,839.2,Borewell,51,21.1,0,0,0,225015.73,20,40651,2,0,1
R0283,34,Male,None,Gujarat,Farmer,7,0,9.83,Sugarcane,1213.6,Rain-fed,80,23.01,0,0,0,251351.28,20,89048,2,0,1
R0284,35,Male,Primary,Karnataka,Farmer,2,0,4.66,Millets,949.4,Canal,50,8.17,0,0,0,267823.71,10,74227,3,0,1
R0285,44,Male,Secondary,Gujarat,Daily Wage,6,5,0,None,0,NA,0,0,235397.03,186556.58,27957.1,78465.69,15,108869,1,0,1
R0286,22,Female,Primary,Maharashtra,Farmer,2,0,8.94,Sugarcane,917.5,Rain-fed,86,21.92,0,0,0,396409.35,18,55712,0,0,1
R0287,59,Female,Primary,Maharashtra,Shopkeeper,7,1,0,None,0,NA,0,0,114076.06,57082.14,69543.12,83830.6,20,176224,3,0,0
R0288,33,Male,Secondary,Madhya Pradesh,Farmer,7,5,6.78,Corn,840.9,Rain-fed,55,13.58,0,0,0,283007.56,12,112398,0,0,1
R0289,55,Female,None,Telangana,Farmer,2,1,8.33,Groundnut,930.5,Rain-fed,52,9.01,0,0,0,481706.62,25,108590,0,0,1
R0290,60,Female,Primary,Andhra Pradesh,Daily Wage,2,1,0,None,0,NA,0,0,158823.73,104885.51,48180.23,65806.41,20,108071,3,0,0
R0291,25,Female,Primary,Telangana,Farmer,5,2,0.92,Groundnut,770.8,Canal,69,0.99,0,0,0,30551.91,24,64830,1,0,0
R0292,29,Male,Secondary,Andhra Pradesh,Dairy,8,6,0,None,0,NA,0,0,270679.22,203505.5,70940.49,84337.61,24,41085,1,0,0
R0293,53,Female,Secondary,Odisha,Daily Wage,5,4,0,None,0,NA,0,0,171343.53,130853.01,47709.13,65424.9,13,169758,3,0,0
R0294,65,Male,Secondary,Odisha,Shopkeeper,6,4,0,None,0,NA,0,0,151300.8,107460.6,77513.37,59953.19,20,164785,1,0,0
R0295,31,Male,Secondary,Tamil Nadu,Farmer,3,0,9.89,Millets,740.2,Borewell,52,17.62,0,0,0,448840.8,24,185565,1,0,1
R0296,24,Male,Secondary,Madhya Pradesh,Daily Wage,6,2,0,None,0,NA,0,0,187926.93,87044.36,58712.94,134680.41,17,184044,3,0,1
R0297,64,Female,Primary,Andhra Pradesh,Shopkeeper,3,2,0,None,0,NA,0,0,126457.08,100332.13,19849.81,42185.42,22,104855,0,0,0
R0298,56,Male,Graduate,Kerala,Farmer,4,3,6.72,Groundnut,752.8,Rain-fed,42,15.46,0,0,0,350408.63,22,58212,2,0,1
R0299,63,Female,Primary,Maharashtra,Farmer,4,1,5.01,Corn,940.7,Rain-fed,63,11.52,0,0,0,185868.93,15,125158,2,0,1
R0300,37,Female,None,Uttar Pradesh,Farmer,8,3,9.76,Groundnut,1258.6,Canal,89,22.58,0,0,0,226200.33,23,175890,2,0,1
R0301,25,Male,Primary,Gujarat,Shopkeeper,8,6,0,None,0,NA,0,0,256575.24,158131.81,59717,117873.93,20,108075,2,0,0
R0302,30,Male,Secondary,Kerala,Daily Wage,5,1,0,None,0,NA,0,0,145871.58,87185.25,67977.45,78742.57,15,170416,0,0,0
R0303,32,Male,None,Tamil Nadu,Shopkeeper,2,1,0,None,0,NA,0,0,84152.99,41735.65,19938.04,62855.58,19,140695,2,0,0
R0304,45,Male,None,Uttar Pradesh,Shopkeeper,4,3,0,None,0,NA,0,0,209022.86,113070.91,68901.33,120090.57,14,85268,1,0,0
R0305,55,Female,Primary,Karnataka,Farmer,4,0,4.17,Sugarcane,944.8,Borewell,94,8.2,0,0,0,95016.14,16,77477,1,0,1
R0306,63,Male,Secondary,Kerala,Daily Wage,6,0,0,None,0,NA,0,0,214291.66,145216.94,45885.83,88234.04,16,81671,0,0,0
R0307,28,Male,Secondary,Bihar,Shopkeeper,3,1,0,None,0,NA,0,0,216759.07,168058.06,70984.31,81682.95,24,74249,2,0,0
R0308,37,Female,Graduate,Madhya Pradesh,Farmer,5,2,3.37,Millets,954.5,Rain-fed,77,5.91,0,0,0,82361.38,19,176976,0,0,0
R0309,62,Female,Secondary,Odisha,Farmer,6,2,1.53,Wheat,1030.1,Canal,61,2.65,0,0,0,53880.51,36,101833,2,0,1
R0310,65,Female,None,Tamil Nadu,Daily Wage,8,3,0,None,0,NA,0,0,70085.92,48777.11,74265.36,39709.93,26,184831,3,0,0
R0311,21,Female,Primary,Kerala,Farmer,5,3,0.84,Cotton,1047.8,Borewell,61,0.7,0,0,0,49150.43,23,170997,1,0,0
R0312,50,Female,Primary,Odisha,Daily Wage,3,2,0,None,0,NA,0,0,127565.09,95559.2,17880.63,63116.47,20,71122,1,0,0
R0313,36,Male,Graduate,Uttar Pradesh,Farmer,7,0,2.62,Corn,1023.1,Canal,66,2.15,0,0,0,101526.88,17,80530,2,0,1
R0314,27,Female,Graduate,Maharashtra,Service Provider,6,4,0,None,0,NA,0,0,131980.59,92027.07,13370,77040.37,25,130848,0,0,0
R0315,32,Male,Primary,Uttar Pradesh,Farmer,4,3,8.62,Sugarcane,879.1,Canal,52,18.54,0,0,0,184354.31,25,40819,3,0,1
R0316,49,Male,Graduate,Karnataka,Farmer,3,0,6.49,Sugarcane,866.2,Borewell,60,14.36,0,0,0,285294.82,14,184637,0,0,1
R0317,37,Male,Secondary,Telangana,Daily Wage,3,1,0,None,0,NA,0,0,220608.06,161422.16,71528.52,86339.07,20,83881,0,0,1
R0318,47,Female,Primary,Madhya Pradesh,Farmer,5,3,5.57,Pulses,1194.8,Canal,40,10.16,0,0,0,310254.19,19,137322,1,1,1
R0319,35,Male,Primary,Karnataka,Farmer,2,1,3.41,Wheat,829.6,Rain-fed,92,6.16,0,0,0,164039.25,16,47718,2,0,1
R0320,53,Female,Graduate,Madhya Pradesh,Dairy,3,1,0,None,0,NA,0,0,152282.72,90618.4,55655.7,100180.25,21,116065,3,0,1
R0321,45,Male,Primary,Tamil Nadu,Shopkeeper,3,0,0,None,0,NA,0,0,212184.97,90894.29,27807.41,142146.27,20,53804,1,0,0
R0322,22,Female,Primary,Uttar Pradesh,Farmer,6,4,9.95,Wheat,856,Rain-fed,81,11.28,0,0,0,442090.47,17,117817,0,0,1
R0323,46,Female,None,Madhya Pradesh,Shopkeeper,4,3,0,None,0,NA,0,0,61321.39,24716.54,25334.82,47706.49,13,166440,1,0,0
R0324,39,Female,None,Uttar Pradesh,Shopkeeper,6,2,0,None,0,NA,0,0,197291.67,119374.7,30544.22,115869.58,19,134901,1,0,0
R0325,52,Male,None,Kerala,Farmer,2,1,2.4,Corn,486.4,Borewell,93,2.38,0,0,0,81141.42,20,113903,1,0,1
R0326,30,Male,Primary,Odisha,Service Provider,3,2,0,None,0,NA,0,0,228542.1,182177.02,19204.24,64607.03,19,99874,2,0,1
R0327,25,Male,Secondary,Bihar,Daily Wage,3,0,0,None,0,NA,0,0,277826.64,190481.57,52553.36,106626.25,25,138188,0,0,0
R0328,26,Female,Primary,Uttar Pradesh,Farmer,4,2,1.45,Sugarcane,929,Rain-fed,95,2.85,0,0,0,35640.28,18,92739,2,0,0
R0329,47,Male,Graduate,Andhra Pradesh,Daily Wage,2,0,0,None,0,NA,0,0,89046,50540.65,62582.46,50635.58,12,190093,1,0,0
R0330,59,Female,Primary,Andhra Pradesh,Farmer,4,1,4.3,Groundnut,777,Canal,57,8.33,0,0,0,202731.23,18,31722,3,0,1
R0331,30,Male,Secondary,Telangana,Farmer,2,0,9.16,Groundnut,1041.6,Borewell,91,16.87,0,0,0,503323.16,23,183417,3,0,1
R0332,42,Male,Graduate,Uttar Pradesh,Farmer,7,1,5.14,Millets,946.6,Rain-fed,68,4.69,0,0,0,212583.71,14,101746,0,0,1
R0333,40,Male,Secondary,Uttar Pradesh,Shopkeeper,7,4,0,None,0,NA,0,0,130809.77,77753.35,50403.99,64368.59,14,88338,1,0,0
R0334,41,Male,Secondary,Madhya Pradesh,Farmer,3,1,6.92,Millets,1071.1,Borewell,49,15.48,0,0,0,330082.01,19,76815,0,0,1
R0335,30,Female,Graduate,Gujarat,Farmer,2,1,3.64,Corn,1157.5,Borewell,43,4.81,0,0,0,187676.24,19,169812,1,0,1
R0336,35,Male,Primary,Gujarat,Farmer,6,3,5.24,Pulses,536.1,Canal,47,9.38,0,0,0,182597.74,21,147029,0,0,1
R0337,46,Male,Secondary,Odisha,Daily Wage,8,1,0,None,0,NA,0,0,149892.69,69961.53,40137.05,94208.98,26,56258,2,0,0
R0338,61,Female,Primary,Karnataka,Daily Wage,2,0,0,None,0,NA,0,0,66107.46,43520.46,54583.16,42805.12,12,82907,2,0,0
R0339,50,Female,None,Gujarat,Farmer,8,3,3.87,Corn,761.4,Borewell,75,7.55,0,0,0,171174.63,18,197966,2,0,1
R0340,30,Female,Secondary,Telangana,Farmer,7,5,2.92,Cotton,1278.3,Rain-fed,52,3.03,0,0,0,115116.88,32,36629,3,0,0
R0341,32,Female,Secondary,Andhra Pradesh,Daily Wage,2,0,0,None,0,NA,0,0,67429.39,37436.44,21201.75,40693.51,24,79172,3,0,0
R0342,52,Male,None,Gujarat,Shopkeeper,7,0,0,None,0,NA,0,0,276019.96,123230.65,76914.32,172208.31,26,170540,3,0,0
R0343,52,Male,Primary,Bihar,Farmer,8,2,6.75,Pulses,807.6,Canal,72,16.69,0,0,0,212869.47,31,95537,3,0,1
R0344,35,Female,Graduate,Madhya Pradesh,Daily Wage,4,3,0,None,0,NA,0,0,141692.91,87362.61,20790.15,80941.64,20,171720,1,0,0
R0345,52,Female,Graduate,Odisha,Service Provider,7,5,0,None,0,NA,0,0,165705.92,86321.73,28153.44,95222.91,11,75942,1,0,0
R0346,38,Female,None,Uttar Pradesh,Dairy,7,5,0,None,0,NA,0,0,291940.17,181903.11,34309.39,137451.09,14,136460,1,0,0
R0347,40,Male,Secondary,Karnataka,Service Provider,6,4,0,None,0,NA,0,0,177335.48,99434.05,79569.39,114310.87,22,135512,3,0,0
R0348,54,Female,Secondary,Madhya Pradesh,Farmer,6,0,1.88,Rice,810.4,Canal,52,1.63,0,0,0,73361.06,21,193885,1,0,0
R0349,29,Male,Primary,Kerala,Farmer,6,0,4.8,Cotton,644.8,Borewell,87,11.26,0,0,0,234651.5,20,52211,3,0,1
R0350,64,Female,None,Uttar Pradesh,Farmer,5,3,7.99,Pulses,827.6,Rain-fed,75,17.18,0,0,0,247935.31,14,196768,0,0,1
R0351,32,Female,Graduate,Tamil Nadu,Shopkeeper,7,5,0,None,0,NA,0,0,176017.78,131207,51211.21,66070.68,17,159506,1,0,0
R0352,38,Female,Graduate,Telangana,Dairy,2,0,0,None,0,NA,0,0,152769.72,92350.85,44462.78,87737.24,19,159970,0,0,0
R0353,47,Female,Primary,Odisha,Daily Wage,3,2,0,None,0,NA,0,0,197646.95,154642.7,24033.22,56282.18,25,173985,0,0,0
R0354,65,Male,Primary,Maharashtra,Daily Wage,4,0,0,None,0,NA,0,0,274341.65,116590.55,71842.53,181200.67,20,187485,2,0,0
R0355,42,Male,Secondary,Karnataka,Farmer,3,2,5.3,Millets,956,Borewell,74,4.41,0,0,0,207090.82,23,147731,3,1,1
R0356,33,Female,Primary,Karnataka,Farmer,3,2,9.97,Rice,818,Borewell,47,14.06,0,0,0,520209.56,17,192766,2,0,1
R0357,59,Male,Secondary,Maharashtra,Service Provider,4,3,0,None,0,NA,0,0,62127.19,49647.6,57377.49,47333.67,17,155438,0,0,0
R0358,54,Female,Graduate,Maharashtra,Farmer,8,5,5.33,Groundnut,750.6,Canal,42,11.82,0,0,0,264469.51,24,160240,1,0,1
R0359,26,Male,Secondary,Odisha,Farmer,7,0,6.48,Cotton,970.3,Borewell,95,6.16,0,0,0,255993.13,12,99208,3,0,1
R0360,64,Female,Secondary,Uttar Pradesh,Farmer,2,0,7.31,Rice,1114,Rain-fed,45,6.67,0,0,0,248195.12,30,192370,0,0,1
R0361,36,Male,Secondary,Bihar,Farmer,4,3,6.49,Millets,521.3,Rain-fed,60,6.04,0,0,0,259762.06,24,38538,3,0,1
R0362,61,Male,None,Bihar,Farmer,8,1,5.28,Corn,942.7,Borewell,90,4.88,0,0,0,190686.84,17,77771,2,0,1
R0363,48,Female,Secondary,Madhya Pradesh,Farmer,2,1,2.59,Millets,1065.9,Borewell,90,3.49,0,0,0,101158.87,16,196427,2,0,1
R0364,63,Female,Secondary,Maharashtra,Farmer,6,1,0.55,Millets,861.2,Borewell,74,1,0,0,0,18871.91,22,181072,0,0,0
